,I
1368,86.73943496624224
1369,84.69593664473628
1370,83.34022986341675
1371,82.62425565573143
1372,82.50848239813855
1373,82.96014851697954
1374,83.95146878126693
1375,85.45778778557363
1376,87.45567028626337
1377,89.92093117810386
1378,92.82662796876404
1379,96.14106492804675
1380,99.82588898660309
1381,103.83438994447248
1382,108.11014712891941
1383,112.58618544329622
1384,117.1848090984446
1385,121.81826481613966
1386,126.39034334198105
1387,130.7989576230569
1388,134.93964190767105
1389,138.7098079122001
1390,142.01348679088184
1391,144.76619670818772
1392,146.8995228307472
1393,148.3649927829827
1394,149.13688158503535
1395,149.21368163732595
1396,148.6181117688443
1397,147.39569410292717
1398,145.61207515283232
1399,143.34938682482112
1400,140.70201870641353
1401,137.77219854657483
1402,134.66575547936526
1403,131.48837989617306
1404,128.34260899600136
1405,125.32567323758256
1406,122.52824987676645
1407,120.03409565626086
1408,117.92047730096644
1409,116.25928729337254
1410,115.11872155861911
1411,114.56540097258983
1412,114.66683463357992
1413,115.49414393694167
1414,117.12498725462474
1415,119.64664049672442
1416,123.15919441861844
1417,127.77882067309194
1418,133.64103038074794
1419,140.90379582586598
1420,149.75032148146767
1421,160.3911283926757
1422,173.06495062601715
1423,188.03773261696702
1424,205.59876917817147
1425,226.05276903698922
1426,249.70639703353126
1427,276.84774464496616
1428,307.7173221057684
